arabidopsis_thaliana	populus_trichocarpa
AT5G13950	Potri.014G144100
AT2G22250	Potri.007G088426
AT3G04520	Potri.019G018500
AT3G17000	Potri.010G143900
AT1G80600	Potri.017G053500
AT2G42810	Potri.014G141800
AT5G59790	Potri.009G027500
AT3G06270	Potri.010G028300
AT2G20000	Potri.018G086300
AT4G39850	Potri.007G092200
AT5G22780	Potri.009G150300
AT4G31670	Potri.018G009500
AT2G34200	Potri.011G068800
AT5G05470	Potri.010G184900
AT1G67570	Potri.008G178100
AT2G16960	Potri.009G138200
AT5G27640	Potri.018G015200
AT3G22680	Potri.008G155800
AT3G27740	Potri.003G080900
AT3G57360	Potri.017G142200
AT3G56750	Potri.016G035600
AT4G40000	Potri.007G096100
AT4G33010	Potri.018G053720
AT5G58510	Potri.009G076000
AT4G16400	Potri.016G007101
AT1G50450	Potri.009G050100
AT5G40770	Potri.017G065800
AT1G76280	Potri.001G047200
AT4G31890	Potri.006G263100
AT5G44800	Potri.003G110100
AT3G55400	Potri.010G207300
AT5G53050	Potri.015G011300
AT5G16023	Potri.017G112100
AT1G64585	Potri.002G173750
AT4G13395	Potri.018G072101
AT5G59510	Potri.010G226250
AT3G63088	Potri.014G138900
AT3G25717	Potri.010G129600
AT4G14400	Potri.019G101700
AT5G18980	Potri.010G029300
AT3G13230	Potri.011G166000
AT4G11980	Potri.003G118300
AT1G14710	Potri.010G102100
AT2G47470	Potri.014G122800
AT4G02270	Potri.017G145800
AT5G50420	Potri.003G073500
AT5G16540	Potri.019G053200
AT5G51070	Potri.015G110000
AT3G62840	Potri.014G129100
AT2G36990	Potri.006G125700
AT4G32180	Potri.015G077300
AT1G31910	Potri.003G098100
AT5G50850	Potri.003G166400
AT4G30600	Potri.018G105900
AT5G60750	Potri.003G133800
AT5G63610	Potri.003G142900
AT1G80000	Potri.003G056500
AT1G56670	Potri.005G006500
AT2G27090	Potri.009G159000
AT2G34090	Potri.011G065000
AT2G30320	Potri.013G154200
AT4G27010	Potri.001G423600
AT3G01910	Potri.001G330900
AT5G55960	Potri.001G370500
AT3G15260	Potri.011G116700
AT1G78200	Potri.005G164600
AT5G66210	Potri.007G057600
AT1G72490	Potri.003G068300
AT1G18660	Potri.012G068100
AT4G18490	Potri.011G063500
AT3G63180	Potri.005G210200
AT3G49600	Potri.005G179500
AT1G50030	Potri.009G084500
AT5G54060	Potri.011G097900
AT4G10070	Potri.019G072500
AT4G15530	Potri.010G027800
AT4G24690	Potri.015G084000
AT1G30520	Potri.011G164100
AT5G01500	Potri.016G115400
AT5G24890	Potri.018G008200
AT4G38760	Potri.009G130000
AT5G20590	Potri.018G133000
AT5G60360	Potri.006G141700
AT3G05210	Potri.005G036700
AT2G17510	Potri.007G059100
AT3G09620	Potri.005G257400
AT3G07750	Potri.014G166200
AT2G39570	Potri.010G207700
AT3G16560	Potri.010G024800
AT4G28370	Potri.017G012600
AT3G26950	Potri.001G325500
AT5G09590	Potri.009G079700
AT3G12580	Potri.010G206600
AT2G45030	Potri.003G109900
AT4G16442	Potri.016G008800
AT1G19600	Potri.005G229100
AT1G55350	Potri.003G221100
AT5G49160	Potri.T046100
AT5G01450	Potri.016G116300
AT4G31410	Potri.018G006400
AT5G57510	Potri.018G094100
AT5G14800	Potri.006G042600
AT1G10120	Potri.005G146500
AT5G44020	Potri.010G066500
AT3G17770	Potri.015G032500
AT2G01270	Potri.010G115700
AT3G59020	Potri.014G149600
AT5G59960	Potri.001G237000
AT3G06483	Potri.010G002000
AT1G59730	Potri.008G194100
AT2G32900	Potri.002G223600
AT4G32350	Potri.018G079500
AT4G01970	Potri.014G118400
AT2G32760	Potri.017G056800
AT5G47970	Potri.009G059900
AT3G19530	Potri.009G093000
AT4G30150	Potri.004G167600
AT3G58750	Potri.016G089300
AT4G35560	Potri.005G101600
AT1G50910	Potri.011G136400
AT4G30480	Potri.018G100700
AT5G16150	Potri.017G116400
AT2G45720	Potri.014G076500
AT5G46630	Potri.003G090800
AT4G38070	Potri.007G010500
AT1G64980	Potri.019G042500
AT3G04500	Potri.019G018900
AT3G62970	Potri.014G134400
AT5G22920	Potri.009G005700
AT5G25560	Potri.006G245400
AT3G45100	Potri.016G130000
AT3G44530	Potri.009G144800
AT1G09330	Potri.014G116900
AT1G27850	Potri.010G056200
AT1G12930	Potri.014G141100
AT5G49350	Potri.008G108400
AT5G38110	Potri.017G121100
AT3G27530	Potri.001G343500
AT5G10720	Potri.018G011400
AT5G20000	Potri.010G098300
AT3G05900	Potri.013G001150
AT5G05190	Potri.019G061400
AT1G71090	Potri.017G122400
AT4G03250	Potri.009G071700
AT5G45800	Potri.011G067900
AT4G39960	Potri.007G094900
AT4G39230	Potri.011G168400
AT5G57190	Potri.003G061700
AT5G48590	Potri.002G247700
AT1G78280	Potri.002G099400
AT5G12130	Potri.006G133900
AT3G21295	Potri.003G045600
AT5G13700	Potri.015G074600
AT4G34350	Potri.T124604
AT1G79690	Potri.003G185951
AT2G27360	Potri.004G054300
AT4G24200	Potri.005G241400
AT2G23740	Potri.007G033000
AT4G36410	Potri.007G018700
AT5G47380	Potri.001G157200
AT4G36195	Potri.007G015400
AT5G25150	Potri.018G020200
AT1G21640	Potri.005G182600
AT3G07330	Potri.014G190900
AT5G27620	Potri.005G027700
AT5G25270	Potri.018G115500
AT3G62330	Potri.014G118100
AT1G72690	Potri.017G119600
AT5G17360	Potri.004G094200
AT2G34540	Potri.004G064900
AT4G25540	Potri.015G142900
AT2G38560	Potri.016G138100
AT1G08030	Potri.009G011400
AT2G17820	Potri.007G056400
AT2G30810	Potri.001G315500
AT5G15230	Potri.017G083000
AT2G34730	Potri.011G164400
AT1G51940	Potri.001G190200
AT1G48280	Potri.010G003100
AT5G18480	Potri.013G049100
AT2G39580	Potri.010G208200
AT5G03280	Potri.016G090800
AT4G18070	Potri.011G077700
AT2G47980	Potri.014G151400
AT4G39610	Potri.005G084000
AT1G43950	Potri.014G135300
AT1G51350	Potri.009G053400
AT3G57920	Potri.016G048500
AT2G43430	Potri.017G026500
AT1G35220	Potri.002G100800
AT4G38690	Potri.009G131600
AT2G03480	Potri.010G159400
AT4G30130	Potri.006G077000
AT2G01410	Potri.006G111600
AT3G63400	Potri.005G215800
AT2G30600	Potri.005G251300
AT2G03810	Potri.015G048400
AT4G02030	Potri.014G120900
AT1G66330	Potri.017G129100
AT5G67390	Potri.007G053300
AT4G29710	Potri.018G066600
AT5G26730	Potri.019G049600
AT4G31570	Potri.018G008600
AT5G61340	Potri.015G060900
AT5G18640	Potri.010G019500
AT5G15800	Potri.017G099700
AT3G52870	Potri.016G034100
AT3G12800	Potri.012G125900
AT4G01610	Potri.014G109801
AT1G71840	Potri.019G087200
AT5G14850	Potri.018G098700
AT2G47115	Potri.014G115200
AT3G57800	Potri.016G051100
AT1G10130	Potri.014G014700
AT5G51280	Potri.005G047301
AT5G57710	Potri.018G097300
AT5G42146	Potri.009G129301
AT5G12220	Potri.009G067800
AT5G62600	Potri.015G068600
AT2G44810	Potri.014G047900
AT3G07930	Potri.014G189400
AT4G22960	Potri.003G119800
AT5G67130	Potri.007G045700
AT4G12750	Potri.014G173300
AT5G19140	Potri.008G203400
AT1G73390	Potri.017G154200
AT5G62790	Potri.015G076200
AT4G02075	Potri.014G121900
AT2G29390	Potri.009G037400
AT3G48530	Potri.015G094700
AT5G51900	Potri.015G087000
AT4G15880	Potri.010G013700
AT1G70360	Potri.015G020600
AT5G02830	Potri.006G132700
AT3G02870	Potri.016G011000
AT2G42040	Potri.016G058100
AT2G27490	Potri.010G206900
AT2G16270	Potri.009G084400
AT3G17800	Potri.015G031200
AT3G20540	Potri.011G136900
AT2G41970	Potri.016G059600
AT3G17410	Potri.010G001500
AT5G56670	Potri.015G084700
AT4G00630	Potri.014G080800
AT4G09060	Potri.002G101400
AT5G19350	Potri.009G054400
AT1G28320	Potri.011G056100
AT3G60320	Potri.014G047400
AT2G19080	Potri.018G147625
AT4G16600	Potri.003G076800
AT5G42920	Potri.014G028100
AT5G14500	Potri.001G344100
AT4G14675	Potri.015G057000
AT5G20720	Potri.018G063200
AT4G29250	Potri.018G032700
AT2G40730	Potri.019G059200
AT4G22410	Potri.016G014000
AT3G61590	Potri.014G093200
AT1G79840	Potri.003G052400
AT2G20050	Potri.018G084900
AT2G30350	Potri.019G127600
AT1G77932	Potri.005G169900
AT5G59940	Potri.019G020100
AT5G57180	Potri.018G142100
AT2G38840	Potri.005G217300
AT4G09820	Potri.005G208600
AT4G11970	Potri.001G113500
AT4G27080	Potri.011G135500
AT1G61010	Potri.017G076300
AT3G18100	Potri.015G041500
AT3G10690	Potri.010G247000
AT5G36880	Potri.014G140900
AT4G16130	Potri.018G138202
AT5G58720	Potri.009G046300
AT1G49340	Potri.009G113700
AT2G30300	Potri.019G126700
AT1G76850	Potri.005G191500
AT5G41370	Potri.001G101300
AT3G62420	Potri.014G120800
AT5G03310	Potri.016G091500
AT4G10930	Potri.001G089900
AT1G31480	Potri.019G072300
AT5G42800	Potri.005G229500
AT5G63640	Potri.T010700
AT4G02920	Potri.014G138200
AT2G33530	Potri.016G034875
AT3G22845	Potri.010G081700
AT5G22940	Potri.009G006500
AT3G08760	Potri.016G136400
AT5G01360	Potri.016G119100
AT5G50240	Potri.015G086600
AT4G37510	Potri.007G053000
AT4G06634	Potri.004G221700
AT1G58060	Potri.004G222900
AT5G27660	Potri.013G018300
AT1G77140	Potri.005G188000
AT5G66985	Potri.014G038500
AT3G26490	Potri.010G046800
AT5G26740	Potri.005G000600
AT4G20020	Potri.003G015100
AT5G06220	Potri.016G074900
AT4G28750	Potri.002G253800
AT3G13065	Potri.014G001200
AT3G54200	Potri.016G142300
AT4G35080	Potri.009G135600
AT4G30990	Potri.001G318800
AT1G09870	Potri.010G184600
AT1G50200	Potri.007G070250
AT5G66810	Potri.005G137100
AT1G27700	Potri.014G019100
AT3G52430	Potri.007G100600
AT4G28670	Potri.007G056000
AT5G03450	Potri.010G228000
AT1G59590	Potri.014G015800
AT2G27230	Potri.009G017700
AT5G27140	Potri.013G032300
AT3G20870	Potri.003G205100
AT4G05090	Potri.004G033200
AT5G51585	Potri.015G131300
AT5G22030	Potri.016G067400
AT4G10590	Potri.011G152500
AT2G27900	Potri.009G002900
AT1G71410	Potri.013G098700
AT4G24080	Potri.003G145700
AT1G08760	Potri.017G026200
AT1G14000	Potri.010G164500
AT5G45290	Potri.003G106600
AT5G08160	Potri.015G055200
AT5G50340	Potri.001G191200
AT3G56320	Potri.019G056800
AT3G25430	Potri.014G177400
AT4G12290	Potri.001G118300
AT1G22660	Potri.013G111300
AT5G50440	Potri.013G062900
AT4G24620	Potri.002G104000
AT2G45670	Potri.014G074300
AT3G60880	Potri.014G071100
AT1G53800	Potri.003G073400
AT2G18420	Potri.005G239000
AT5G14920	Potri.001G350600
AT4G09610	Potri.013G113400
AT5G28960	Potri.019G019800
AT1G48310	Potri.010G003300
AT5G13420	Potri.003G161900
AT1G78310	Potri.005G162300
AT1G06720	Potri.017G017700
AT5G12200	Potri.009G067700
AT5G26320	Potri.017G129600
AT3G52210	Potri.010G233100
AT4G13460	Potri.010G064300
AT4G19000	Potri.003G097700
AT2G01460	Potri.010G111900
AT4G30870	Potri.003G202300
AT5G51940	Potri.015G138800
AT5G13480	Potri.T125206
AT1G11890	Potri.003G069900
AT3G54280	Potri.013G068400
AT5G61250	Potri.015G049100
AT5G57610	Potri.018G095800
AT1G27760	Potri.014G016800
AT1G28560	Potri.015G143000
AT1G68650	Potri.019G116100
AT5G46720	Potri.003G092600
AT1G05790	Potri.014G150800
AT5G05690	Potri.010G189800
AT2G26430	Potri.008G043600
AT4G39300	Potri.018G082800
AT5G67100	Potri.007G045300
AT5G51160	Potri.015G111300
AT5G61350	Potri.015G061700
AT4G39110	Potri.009G120400
AT2G23200	Potri.005G143200
AT5G54380	Potri.011G128000
AT5G24010	Potri.017G143049
AT5G28680	Potri.013G042500
AT1G77610	Potri.005G177200
AT5G38050	Potri.010G114900
AT5G39710	Potri.009G105600
AT4G02930	Potri.014G138100
AT5G57830	Potri.018G103500
AT4G24204	Potri.014G020900
AT2G36815	Potri.006G118700
AT5G21160	Potri.009G018100
AT4G10360	Potri.019G133500
AT4G01810	Potri.014G112600
AT3G21060	Potri.019G000900
AT1G01230	Potri.014G101000
AT5G42000	Potri.003G144600
AT3G24320	Potri.010G065000
AT2G35880	Potri.016G066600
AT4G21100	Potri.001G357900
AT5G17250	Potri.003G059300
AT3G25930	Potri.013G112300
AT5G51200	Potri.006G119600
AT1G31650	Potri.003G106400
AT5G12235	Potri.016G034950
AT3G16770	Potri.010G006800
AT5G18670	Potri.008G204200
AT2G03350	Potri.010G162400
AT4G08370	Potri.001G020140
AT4G35940	Potri.005G242400
AT2G33360	Potri.010G066200
AT5G41970	Potri.015G007900
AT2G42780	Potri.012G059000
AT5G01460	Potri.016G116200
AT5G05520	Potri.010G185600
AT1G68750	Potri.010G131800
AT5G47800	Potri.016G003700
AT3G13930	Potri.003G043900
AT1G78230	Potri.005G164000
AT5G07360	Potri.015G109400
AT3G19490	Potri.009G096700
AT3G24800	Potri.003G178700
AT1G80165	Potri.003G217600
AT5G49020	Potri.010G014600
AT4G03110	Potri.014G135540
AT4G25450	Potri.015G136700
AT5G20690	Potri.006G139700
AT3G20190	Potri.014G002700
AT5G35390	Potri.018G147300
AT2G31300	Potri.014G141700
AT3G56350	Potri.019G057300
AT3G60090	Potri.016G046000
AT5G41270	Potri.003G127200
AT4G07940	Potri.016G069200
AT3G07370	Potri.002G248700
AT3G60350	Potri.014G046000
AT3G19740	Potri.011G055212
AT4G14600	Potri.005G159600
AT4G39870	Potri.007G092700
AT3G52600	Potri.016G077500
AT5G11920	Potri.006G227500
AT2G32630	Potri.003G008900
AT1G34300	Potri.019G086400
AT2G41700	Potri.006G049300
AT5G18760	Potri.010G014950
AT1G04210	Potri.010G081400
AT2G42360	Potri.019G091400
AT3G15390	Potri.011G051300
AT1G69220	Potri.010G157400
AT5G01760	Potri.016G131900
AT1G80920	Potri.003G183700
AT3G17240	Potri.008G100800
AT5G55060	Potri.011G089300
AT2G37530	Potri.006G083800
AT2G34357	Potri.006G137900
AT3G49725	Potri.007G007700
AT4G25040	Potri.017G062100
AT4G08535	Potri.005G210500
AT5G45930	Potri.011G063400
AT4G16800	Potri.003G080800
AT3G03420	Potri.017G120800
AT4G16340	Potri.011G024000
AT4G12070	Potri.003G207600
AT4G18590	Potri.010G239200
AT5G15730	Potri.017G101400
AT2G20210	Potri.014G194800
AT1G19270	Potri.014G039900
AT4G36860	Potri.007G032500
AT1G25570	Potri.010G129300
AT5G38510	Potri.017G112900
AT4G33380	Potri.014G031900
AT4G31985	Potri.018G112301
AT2G03270	Potri.006G054600
AT4G19925	Potri.011G008484
AT3G54230	Potri.017G138500
AT4G34740	Potri.009G125600
AT1G31200	Potri.015G120200
AT5G22280	Potri.016G073500
AT1G01770	Potri.002G157400
AT2G44950	Potri.014G055800
AT3G13670	Potri.003G215700
AT3G15870	Potri.011G152100
AT3G13170	Potri.001G366700
AT5G39865	Potri.017G081600
AT2G46510	Potri.014G099700
AT3G62590	Potri.002G197900
AT5G04620	Potri.001G126700
AT2G33500	Potri.001G323500
AT5G65950	Potri.011G144700
AT5G23090	Potri.015G052800
AT1G75380	Potri.005G230600
AT4G38280	Potri.009G166100
AT5G19150	Potri.008G203600
AT4G18600	Potri.011G066100
AT4G16310	Potri.005G235400
AT3G27325	Potri.001G338000
AT3G01120	Potri.017G086500
AT3G16270	Potri.001G187000
AT1G76140	Potri.005G247300
AT3G59970	Potri.007G147300
AT4G34900	Potri.009G054600
AT3G21260	Potri.005G188600
AT5G17590	Potri.019G043701
AT2G42840	Potri.005G200900
AT4G21865	Potri.014G192701
AT5G61360	Potri.017G079000
AT1G29940	Potri.001G030750
AT4G31160	Potri.006G280200
AT1G03190	Potri.002G054000
AT5G62980	Potri.016G067200
AT1G09460	Potri.013G003500
AT2G41680	Potri.006G049100
AT5G42242	Potri.018G133200
AT5G62070	Potri.015G142200
AT5G59860	Potri.001G236200
AT2G27330	Potri.009G160300
AT4G12610	Potri.016G015100
AT3G18640	Potri.007G107800
AT5G42630	Potri.014G037200
AT4G02250	Potri.006G134900
AT5G51670	Potri.015G131800
AT3G24690	Potri.010G034900
AT5G21280	Potri.006G217900
AT4G36630	Potri.007G025700
AT1G80300	Potri.003G058900
AT5G55200	Potri.015G065800
AT1G19870	Potri.005G236200
AT5G46570	Potri.014G179300
AT4G35370	Potri.007G019833
AT2G20280	Potri.016G084100
AT5G47920	Potri.014G140000
AT4G31080	Potri.006G281400
AT5G51300	Potri.003G107200
AT5G08695	Potri.003G149600
AT3G15380	Potri.011G121100
AT5G64400	Potri.009G078100
AT5G25520	Potri.018G034500
AT1G79160	Potri.011G153600
AT5G17930	Potri.013G061400
AT4G34430	Potri.009G114900
AT1G63090	Potri.003G121900
AT5G52120	Potri.015G138600
AT3G53000	Potri.006G117600
AT1G10095	Potri.013G047100
AT2G42750	Potri.014G143400
AT3G58110	Potri.019G091700
AT5G02820	Potri.006G132600
AT3G20390	Potri.011G139600
AT2G35075	Potri.004G147800
AT2G03140	Potri.006G136900
AT1G72550	Potri.018G070200
AT1G19485	Potri.008G200900
AT5G09970	Potri.007G081200
AT3G05670	Potri.013G011400
AT4G37270	Potri.007G049000
AT3G10080	Potri.010G238200
AT5G20380	Potri.018G121600
AT2G45690	Potri.014G078300
AT5G13200	Potri.003G165700
AT5G28470	Potri.016G103200
AT3G60070	Potri.009G024600
AT3G19130	Potri.009G105300
AT5G54900	Potri.011G138400
AT1G11650	Potri.004G017200
AT3G60470	Potri.017G024866
AT3G12010	Potri.016G060500
AT3G26680	Potri.014G139600
AT4G02840	Potri.005G207900
AT5G48960	Potri.010G002900
AT1G21450	Potri.005G186500
AT5G23710	Potri.018G000800
AT1G11380	Potri.011G040100
AT3G06810	Potri.010G010448
AT5G43310	Potri.010G070200
AT4G18530	Potri.004G227700
AT4G12840	Potri.014G175800
AT5G61200	Potri.015G048900
AT1G48360	Potri.002G233800
AT5G55610	Potri.001G366000
AT5G25900	Potri.002G129700
AT5G26610	Potri.013G002100
AT5G16030	Potri.017G112600
AT5G66560	Potri.007G033900
AT3G12280	Potri.001G031400
AT3G19515	Potri.011G062500
AT2G34555	Potri.004G065000
AT5G08720	Potri.005G070700
AT5G59440	Potri.001G334900
AT4G22200	Potri.003G018800
AT3G07560	Potri.017G018400
AT4G22850	Potri.003G117400
AT4G35630	Potri.005G099900
AT5G11330	Potri.018G032500
AT3G27690	Potri.014G165100
AT1G80280	Potri.003G059400
AT1G77440	Potri.005G180500
AT3G19140	Potri.003G073300
AT3G18390	Potri.012G056100
AT3G14860	Potri.011G107800
AT3G06580	Potri.010G148100
AT1G25500	Potri.010G128100
AT5G19720	Potri.010G122932
AT3G20320	Potri.017G026100
AT3G18060	Potri.015G041200
AT5G11000	Potri.018G021800
AT2G01680	Potri.010G106800
AT5G20580	Potri.018G056500
AT1G52150	Potri.003G050100
AT4G30310	Potri.018G095700
AT1G56590	Potri.013G006400
AT2G34110	Potri.013G114700
AT1G73930	Potri.015G049900
AT2G01080	Potri.003G021934
AT1G78680	Potri.012G110400
AT1G79020	Potri.014G000600
AT5G49710	Potri.005G157500
AT3G55850	Potri.003G196300
AT2G47245	Potri.002G192400
AT3G63490	Potri.009G057100
AT3G58490	Potri.016G062100
AT4G30935	Potri.018G107000
AT3G09850	Potri.018G113600
AT5G16270	Potri.010G178600
AT1G21780	Potri.005G178400
AT5G22830	Potri.009G151400
AT5G20900	Potri.018G047100
AT1G01820	Potri.009G133900
AT3G61070	Potri.014G076400
AT2G36070	Potri.005G224500
AT4G15800	Potri.008G208200
AT2G33775	Potri.004G045000
AT3G06540	Potri.005G030000
AT5G59060	Potri.004G000150
AT4G12790	Potri.014G174200
AT3G24630	Potri.018G082300
AT3G04480	Potri.019G019600
AT1G05610	Potri.017G001700
AT5G19310	Potri.010G091200
AT1G79910	Potri.003G054700
AT5G41820	Potri.006G225100
AT5G49410	Potri.005G118900
AT5G59470	Potri.014G023800
AT5G58270	Potri.019G132800
AT5G01920	Potri.016G138500
AT4G03540	Potri.019G100300
AT3G03970	Potri.019G033900
AT1G03000	Potri.014G133000
AT3G45300	Potri.009G011700
AT1G02120	Potri.014G047600
AT4G10180	Potri.013G161700
AT5G37020	Potri.017G141000
AT3G13990	Potri.003G063300
AT5G51440	Potri.003G109200
AT2G46225	Potri.014G092300
AT5G15920	Potri.001G262600
AT2G16880	Potri.010G217600
AT1G18010	Potri.012G011000
AT4G36400	Potri.007G018600
AT5G60570	Potri.019G042100
AT3G12090	Potri.010G220300
AT5G61320	Potri.015G006100
AT5G23250	Potri.015G028200
AT4G15570	Potri.017G056700
AT1G79210	Potri.015G122400
AT1G74150	Potri.015G059400
AT4G30790	Potri.018G103000
AT1G79440	Potri.010G174000
AT1G72340	Potri.003G072100
AT5G20890	Potri.006G128600
AT2G36570	Potri.006G117200
AT1G56220	Potri.013G014900
AT3G14830	Potri.011G106600
AT3G27310	Potri.009G059300
AT3G14910	Potri.001G390700
AT1G67480	Potri.013G104300
AT2G28880	Potri.010G221500
AT5G25430	Potri.018G031700
AT3G62270	Potri.014G116000
AT2G30575	Potri.005G218900
AT3G25950	Potri.008G178800
AT3G07100	Potri.010G211100
AT2G26540	Potri.014G034700
AT1G49770	Potri.014G025900
AT1G63770	Potri.001G102126
AT5G23110	Potri.005G093000
AT5G25800	Potri.005G186600
AT4G02715	Potri.005G211400
AT3G08650	Potri.016G140500
AT2G02150	Potri.010G098400
AT5G42790	Potri.005G229200
AT5G06760	Potri.016G046350
AT3G29090	Potri.017G087300
AT5G39910	Potri.015G088600
AT5G44840	Potri.018G028700
AT4G33120	Potri.018G060000
AT4G10890	Potri.007G058050
AT5G40550	Potri.001G342700
AT5G42750	Potri.014G031100
AT3G44370	Potri.013G087950
AT2G34630	Potri.010G138800
AT3G04600	Potri.009G159300
AT1G32730	Potri.003G085901
AT5G37000	Potri.018G085400
AT1G20575	Potri.005G250900
AT2G31380	Potri.017G028301
AT4G03200	Potri.002G209900
AT3G54750	Potri.016G065600
AT3G20570	Potri.011G135400
AT3G25880	Potri.014G153500
AT5G42110	Potri.019G111501
AT3G24710	Potri.011G027100
AT2G33340	Potri.010G066000
AT1G80440	Potri.001G178300
AT3G51100	Potri.007G016200
AT5G06360	Potri.016G070400
AT3G02090	Potri.017G092400
AT5G44370	Potri.009G168200
AT1G03760	Potri.017G012500
AT4G01700	Potri.014G111800
AT5G14260	Potri.017G066500
AT3G21110	Potri.017G051500
AT4G08390	Potri.002G081900
AT2G27990	Potri.009G009900
AT1G34180	Potri.005G200100
AT1G67080	Potri.004G099500
AT4G14330	Potri.010G069400
AT3G13560	Potri.003G218500
AT3G02300	Potri.017G099900
AT3G48110	Potri.014G049200
AT5G54585	Potri.011G130400
AT2G35610	Potri.004G235800
AT2G21160	Potri.009G129800
AT5G26680	Potri.013G000700
AT3G01720	Potri.001G336400
AT3G54860	Potri.010G226600
AT1G73970	Potri.008G016000
AT4G33140	Potri.006G216500
AT5G48680	Potri.014G190800
AT1G74530	Potri.018G047400
AT3G15460	Potri.011G122200
AT3G50950	Potri.005G119800
AT1G28340	Potri.011G056800
AT5G38150	Potri.017G118900
AT2G38900	Potri.002G042300
AT5G56160	Potri.011G168300
AT2G38580	Potri.016G139000
AT1G11720	Potri.004G014100
AT4G00060	Potri.014G066000
AT2G45240	Potri.014G067300
AT3G06530	Potri.003G151500
AT5G09315	Potri.009G169600
AT1G16810	Potri.010G253400
AT2G47390	Potri.014G120600
AT3G56160	Potri.008G021600
AT5G42040	Potri.003G142700
AT1G51720	Potri.001G199600
AT3G57940	Potri.007G079300
AT5G61830	Potri.015G108400
AT3G15110	Potri.011G097800
AT1G56170	Potri.007G070900
AT5G63470	Potri.015G097400
AT5G38140	Potri.017G120000
AT5G34850	Potri.018G123700
AT4G30100	Potri.005G168300
AT3G54790	Potri.005G225400
AT3G43610	Potri.009G153300
AT5G51290	Potri.004G233300
AT3G08640	Potri.016G140700
AT4G16710	Potri.013G025600
AT5G56090	Potri.011G166800
AT4G17840	Potri.001G143400
AT2G02470	Potri.004G230500
AT1G54350	Potri.010G176400
AT5G48160	Potri.014G164800
AT5G18130	Potri.019G035600
AT5G05670	Potri.009G001600
AT1G76630	Potri.002G001700
AT5G14200	Potri.001G185600
AT4G24840	Potri.015G094000
AT5G27630	Potri.013G018800
AT3G23820	Potri.017G059100
AT4G30440	Potri.018G100400
AT5G15540	Potri.017G092600
AT1G57600	Potri.013G000600
AT5G39490	Potri.007G102000
AT2G39920	Potri.010G193500
AT4G32520	Potri.006G232300
AT4G18440	Potri.010G193400
AT3G16090	Potri.019G051500
AT5G01990	Potri.016G141700
AT5G02310	Potri.006G085700
AT5G33370	Potri.013G051000
AT4G28780	Potri.002G253400
AT5G18430	Potri.019G024800
AT4G38710	Potri.009G130200
AT2G39490	Potri.008G050800
AT5G63920	Potri.005G067100
AT3G25855	Potri.008G119200
AT5G52820	Potri.009G058000
AT3G58030	Potri.016G058300
AT3G61680	Potri.014G097200
AT5G58000	Potri.018G108200
AT5G28460	Potri.014G090400
AT3G20650	Potri.011G130100
AT1G01730	Potri.015G145000
AT5G03290	Potri.016G091200
AT4G35470	Potri.007G065000
AT2G30820	Potri.005G205700
AT5G56360	Potri.013G060332
AT5G58150	Potri.018G107400
AT1G73920	Potri.012G060600
AT5G10630	Potri.018G006500
AT2G10625	Potri.010G040600
AT5G51450	Potri.003G109400
AT2G26890	Potri.018G072600
AT5G26800	Potri.013G007600
AT3G54085	Potri.016G109500
AT3G60460	Potri.014G054700
AT5G42440	Potri.005G195500
AT5G20070	Potri.018G070400
AT5G04540	Potri.010G233600
AT5G22010	Potri.001G213900
AT3G16670	Potri.010G012400
AT4G21510	Potri.011G042800
AT3G51390	Potri.007G060100
AT1G15200	Potri.001G208200
AT1G28310	Potri.011G055600
AT1G62640	Potri.003G112101
AT4G03610	Potri.011G081600
AT3G49601	Potri.006G233000
AT5G27450	Potri.015G125201
AT5G18940	Potri.010G028700
AT3G17330	Potri.010G152300
AT2G07360	Potri.018G149400
AT3G11950	Potri.016G062900
AT2G39170	Potri.010G227400
AT3G08590	Potri.016G142900
AT4G22920	Potri.003G119600
AT2G38600	Potri.016G139700
AT5G04120	Potri.007G040700
AT5G58770	Potri.009G045500
AT4G38810	Potri.009G127800
AT1G55760	Potri.001G468700
AT5G14520	Potri.004G121400
AT5G16170	Potri.015G045500
AT1G10280	Potri.004G228100
AT1G63050	Potri.003G121700
AT1G18270	Potri.015G037000
AT1G18190	Potri.015G039800
AT1G70320	Potri.011G094100
AT5G52200	Potri.015G140500
AT2G46000	Potri.014G086200
AT5G48385	Potri.014G175200
AT4G29510	Potri.018G067200
AT1G22800	Potri.013G101900
AT4G32660	Potri.016G079900
AT4G35500	Potri.007G063100
AT2G19640	Potri.001G071700
AT3G50370	Potri.007G043300
AT5G47130	Potri.003G082700
AT5G24750	Potri.003G021100
AT4G16820	Potri.003G081500
AT3G04740	Potri.013G041201
AT5G07250	Potri.015G142000
AT3G53780	Potri.009G031900
AT5G54100	Potri.015G001900
AT1G51740	Potri.010G194300
AT4G13040	Potri.002G246100
AT5G66760	Potri.007G026400
AT4G13550	Potri.010G062700
AT4G34310	Potri.014G034100
AT4G00740	Potri.014G075300
AT2G42510	Potri.017G036200
AT1G12680	Potri.005G251500
AT1G80950	Potri.014G042200
AT3G56690	Potri.006G035000
AT2G40020	Potri.010G190800
AT4G25570	Potri.015G143700
AT3G03790	Potri.013G055300
AT4G02220	Potri.002G201200
AT4G37710	Potri.014G006400
AT5G59740	Potri.001G234800
