Gene,Arabidopsis,best_arabi_defline
Potri.006G167901,,
Potri.006G168100,AT1G07660,Histone superfamily protein
Potri.006G168200,AT5G57460,(1 of 1) PF10291 - Muniscin C-terminal mu homology domain (muHD)
Potri.006G168300,,
Potri.006G168400,AT4G30230,
Potri.006G168800,AT2G18860,Syntaxin/t-SNARE family protein
Potri.006G168800,AT2G18860,Syntaxin/t-SNARE family protein
Potri.006G168800,AT2G18860,Syntaxin/t-SNARE family protein
Potri.006G168900,AT2G18850,SET domain-containing protein
Potri.006G169000,AT5G57480,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G169200,AT2G18840,Integral membrane Yip1 family protein
Potri.006G169400,AT5G57490,voltage dependent anion channel 4
Potri.006G169550,,
Potri.006G169700,AT1G51680,4-coumarate:CoA ligase 1
Potri.006G169800,AT5G57520,zinc finger protein 2
Potri.006G169900,,
Potri.006G170001,,
Potri.006G170100,,
Potri.006G170200,,
Potri.006G170300,AT1G25141,F-box associated ubiquitination effector family protein
Potri.006G170400,AT5G57590,adenosylmethionine-8-amino-7-oxononanoate transaminases
Potri.006G170500,AT1G07210,Ribosomal protein S18
Potri.006G170700,AT5G57610,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Potri.006G170700,AT5G57610,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Potri.006G170700,AT5G57610,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Potri.006G170800,AT5G57620,myb domain protein 36
Potri.006G170900,,
Potri.006G170900,,
Potri.006G171100,,
Potri.006G171128,,
Potri.006G171156,,
Potri.006G171184,AT5G57620,myb domain protein 36
Potri.006G171212,,
Potri.006G171240,,
Potri.006G171268,,
Potri.006G171300,AT4G30320,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein"
Potri.006G171400,AT5G57630,CBL-interacting protein kinase 21
Potri.006G171500,,
Potri.006G171500,,
Potri.006G171700,,
Potri.006G172100,,
Potri.006G172100,,
Potri.006G172100,,
Potri.006G172400,,
Potri.006G172600,,
Potri.006G172801,,
Potri.006G172900,,
Potri.006G173200,,
Potri.006G173600,AT5G57660,CONSTANS-like 5
Potri.006G173700,AT5G57670,Protein kinase superfamily protein
Potri.006G173700,AT5G57670,Protein kinase superfamily protein
Potri.006G173800,,
Potri.006G173901,AT5G57685,glutamine dumper 3
Potri.006G174000,AT2G18740,Small nuclear ribonucleoprotein family protein
Potri.006G174202,,
Potri.006G174202,,
Potri.006G174600,,
Potri.006G174700,AT4G30340,diacylglycerol kinase 7
Potri.006G174801,,
Potri.006G174900,AT3G46550,Fasciclin-like arabinogalactan family protein
Potri.006G175050,,
Potri.006G175087,,
Potri.006G175124,,
Potri.006G175161,,
Potri.006G175200,AT5G57710,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
Potri.006G175300,AT2G18710,SECY homolog 1
Potri.006G175300,AT2G18710,SECY homolog 1
Potri.006G175300,AT2G18710,SECY homolog 1
Potri.006G175500,AT2G18700,trehalose phosphatase/synthase 11
Potri.006G175500,AT2G18700,trehalose phosphatase/synthase 11
Potri.006G175600,AT4G28025,(1 of 5) 3.2.1.24 - Alpha-mannosidase
Potri.006G175600,AT4G28025,(1 of 5) 3.2.1.24 - Alpha-mannosidase
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G175700,AT4G30370,RING/U-box superfamily protein
Potri.006G176300,AT4G30380,Barwin-related endoglucanase
Potri.006G176400,AT1G08150,Cation/hydrogen exchanger family protein
Potri.006G176500,AT4G28030,Acyl-CoA N-acyltransferases (NAT) superfamily protein
Potri.006G176600,AT5G57740,XB3 ortholog 2 in Arabidopsis thaliana
Potri.006G176700,AT2G18650,RING/U-box superfamily protein
Potri.006G176800,,
Potri.006G177000,AT4G30410,sequence-specific DNA binding transcription factors
Potri.006G177125,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177250,,
Potri.006G177500,AT5G57800,Fatty acid hydroxylase superfamily
Potri.006G177600,AT4G30420,nodulin MtN21 /EamA-like transporter family protein
Potri.006G177700,AT4G30420,nodulin MtN21 /EamA-like transporter family protein
Potri.006G177700,AT4G30420,nodulin MtN21 /EamA-like transporter family protein
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177800,,
Potri.006G177900,AT2G23810,tetraspanin8
Potri.006G178000,AT5G57810,tetraspanin15
Potri.006G178100,AT5G61920,(1 of 1) PTHR33405:SF4 - PROTEIN FLX-LIKE 4
Potri.006G178200,AT4G30460,glycine-rich protein
Potri.006G178500,AT4G30440,UDP-D-glucuronate 4-epimerase 1
Potri.006G178500,AT4G30440,UDP-D-glucuronate 4-epimerase 1
Potri.006G178600,AT2G23820,Metal-dependent phosphohydrolase
Potri.006G178600,AT2G23820,Metal-dependent phosphohydrolase
Potri.006G178700,AT4G30470,NAD(P)-binding Rossmann-fold superfamily protein
Potri.006G178900,AT4G30480,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G179001,,
Potri.006G179100,AT1G73250,"GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1"
Potri.006G179300,AT2G18660,plant natriuretic peptide A
Potri.006G179400,AT2G23950,Leucine-rich repeat protein kinase family protein
Potri.006G179500,AT2G23945,Eukaryotic aspartyl protease family protein
Potri.006G179600,,
Potri.006G179700,,
Potri.006G179800,,
Potri.006G179900,AT1G79700,Integrase-type DNA-binding superfamily protein
Potri.006G179900,AT1G79700,Integrase-type DNA-binding superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180100,AT4G28080,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.006G180200,AT4G30845,
Potri.006G180300,AT4G30840,Transducin/WD40 repeat-like superfamily protein
Potri.006G180500,AT4G30780,
Potri.006G180500,AT4G30780,
Potri.006G180600,,
Potri.006G180600,,
Potri.006G180600,,
Potri.006G180650,,
Potri.006G180700,AT5G39010,
Potri.006G180800,AT4G30790,(1 of 1) PTHR13222 - CGTHBA PROTEIN  -14 GENE PROTEIN
Potri.006G180800,AT4G30790,(1 of 1) PTHR13222 - CGTHBA PROTEIN  -14 GENE PROTEIN
Potri.006G180800,AT4G30790,(1 of 1) PTHR13222 - CGTHBA PROTEIN  -14 GENE PROTEIN
Potri.006G180800,AT4G30790,(1 of 1) PTHR13222 - CGTHBA PROTEIN  -14 GENE PROTEIN
Potri.006G180900,AT4G30820,cyclin-dependent kinase-activating kinase assembly factor-related / CDK-activating kinase assembly factor-related
Potri.006G181000,AT3G46160,Protein kinase superfamily protein
Potri.006G181100,AT2G24120,DNA/RNA polymerases superfamily protein
Potri.006G181100,AT2G24120,DNA/RNA polymerases superfamily protein
Potri.006G181100,AT2G24120,DNA/RNA polymerases superfamily protein
Potri.006G181200,AT2G24130,Leucine-rich receptor-like protein kinase family protein
Potri.006G181300,AT5G57830,"Protein of unknown function, DUF593"
Potri.006G181400,AT5G57860,Ubiquitin-like superfamily protein
Potri.006G181501,AT4G18730,ribosomal protein L16B
Potri.006G181501,AT4G18730,ribosomal protein L16B
Potri.006G181600,AT4G18730,ribosomal protein L16B
Potri.006G181700,AT2G24070,Family of unknown function (DUF566)
Potri.006G181700,AT2G24070,Family of unknown function (DUF566)
Potri.006G181700,AT2G24070,Family of unknown function (DUF566)
Potri.006G181800,AT4G30700,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G181900,AT5G17420,Cellulose synthase family protein
Potri.006G181900,AT5G17420,Cellulose synthase family protein
Potri.006G181966,,
Potri.006G182000,AT4G30690,Translation initiation factor 3 protein
Potri.006G182100,AT5G57870,MIF4G domain-containing protein / MA3 domain-containing protein
Potri.006G182100,AT5G57870,MIF4G domain-containing protein / MA3 domain-containing protein
Potri.006G182201,,
Potri.006G182301,,
Potri.006G182400,,
Potri.006G182500,AT4G30660,Low temperature and salt responsive protein family
Potri.006G182601,AT2G24030,zinc ion binding;nucleic acid binding
Potri.006G182801,,
Potri.006G183000,AT4G30630,
Potri.006G183000,AT4G30630,
Potri.006G183101,,
Potri.006G183200,AT4G30610,alpha/beta-Hydrolases superfamily protein
Potri.006G183333,,
Potri.006G183466,,
Potri.006G183600,AT4G30600,signal recognition particle receptor alpha subunit family protein
Potri.006G183600,AT4G30600,signal recognition particle receptor alpha subunit family protein
Potri.006G183700,AT4G30580,Phospholipid/glycerol acyltransferase family protein
Potri.006G183800,,
Potri.006G183900,AT5G57930,Arabidopsis thaliana protein of unknown function (DUF794)
Potri.006G184100,AT2G25060,early nodulin-like protein 14
Potri.006G184200,,
Potri.006G184300,AT4G30900,DNAse I-like superfamily protein
Potri.006G184500,AT2G24200,Cytosol aminopeptidase family protein
Potri.006G184600,AT5G57950,"26S proteasome regulatory subunit, putative"
Potri.006G184700,AT5G57970,DNA glycosylase superfamily protein
Potri.006G184800,AT4G30935,WRKY DNA-binding protein 32
Potri.006G184900,AT2G24220,purine permease 5
Potri.006G184900,AT2G24220,purine permease 5
Potri.006G185000,AT1G13950,eukaryotic elongation factor 5A-1
Potri.006G185100,AT2G24230,Leucine-rich repeat protein kinase family protein
Potri.006G185200,AT5G57990,ubiquitin-specific protease 23
Potri.006G185300,AT4G30940,BTB/POZ domain with WD40/YVTN repeat-like protein
Potri.006G185400,AT4G30950,fatty acid desaturase 6
Potri.006G185400,AT4G30950,fatty acid desaturase 6
Potri.006G185400,AT4G30950,fatty acid desaturase 6
Potri.006G185501,,
Potri.006G185601,,
Potri.006G185700,AT5G58000,Reticulon family protein
Potri.006G185700,AT5G58000,Reticulon family protein
Potri.006G185700,AT5G58000,Reticulon family protein
Potri.006G185700,AT5G58000,Reticulon family protein
Potri.006G186000,AT5G07430,Pectin lyase-like superfamily protein
Potri.006G186100,AT5G07430,Pectin lyase-like superfamily protein
Potri.006G186200,AT4G30960,SOS3-interacting protein 3
Potri.006G186301,,
Potri.006G186500,AT5G58005,"Cytochrome c oxidase, subunit Vib family protein"
Potri.006G186600,AT4G30980,LJRHL1-like 2
Potri.006G186700,,
Potri.006G186700,,
Potri.006G186700,,
Potri.006G186700,,
Potri.006G186800,AT2G24270,aldehyde dehydrogenase 11A3
Potri.006G186800,AT2G24270,aldehyde dehydrogenase 11A3
Potri.006G186900,AT5G58020,(1 of 1) PTHR12775 - PROTEIN C20ORF43 HOMOLOG
Potri.006G187000,,
Potri.006G187000,,
Potri.006G187200,,
Potri.006G187300,AT5G58030,Transport protein particle (TRAPP) component
Potri.006G187400,AT5G58040,homolog of yeast FIP1 [V]
Potri.006G187500,AT4G30993,Calcineurin-like metallo-phosphoesterase superfamily protein
Potri.006G187600,AT5G58170,SHV3-like 5
Potri.006G187700,AT5G58060,SNARE-like superfamily protein
Potri.006G187800,AT2G24290,Protein of unknown function (DUF1068)
Potri.006G187800,AT2G24290,Protein of unknown function (DUF1068)
Potri.006G187900,AT4G31000,Calmodulin-binding protein
Potri.006G188000,AT4G31920,response regulator 10
Potri.006G188100,AT4G31020,alpha/beta-Hydrolases superfamily protein
Potri.006G188200,AT5G58200,Calcineurin-like metallo-phosphoesterase superfamily protein
Potri.006G188200,AT5G58200,Calcineurin-like metallo-phosphoesterase superfamily protein
Potri.006G188300,AT4G19820,Glycosyl hydrolase family protein with chitinase insertion domain
Potri.006G188400,AT4G19820,Glycosyl hydrolase family protein with chitinase insertion domain
Potri.006G188500,AT3G02190,Ribosomal protein L39 family protein
Potri.006G188600,AT3G42640,H(+)-ATPase 8
Potri.006G188700,AT2G07690,Minichromosome maintenance (MCM2/3/5) family protein
Potri.006G188800,AT5G20320,dicer-like 4
Potri.006G188800,AT5G20320,dicer-like 4
Potri.006G188800,AT5G20320,dicer-like 4
Potri.006G188800,AT5G20320,dicer-like 4
Potri.006G189000,AT5G51350,Leucine-rich repeat transmembrane protein kinase family protein
Potri.006G189100,AT4G02050,sugar transporter protein 7
Potri.006G189201,,
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189300,AT5G35160,Endomembrane protein 70 protein family
Potri.006G189401,,
Potri.006G189501,AT3G09850,D111/G-patch domain-containing protein
Potri.006G189501,AT3G09850,D111/G-patch domain-containing protein
Potri.006G189600,AT5G35110,(1 of 1) PTHR35121:SF2 - GB
Potri.006G189700,,
Potri.006G189900,AT5G35100,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
Potri.006G190000,,
Potri.006G190000,,
Potri.006G190100,,
Potri.006G190200,AT3G46920,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Potri.006G190200,AT3G46920,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Potri.006G190300,AT2G15580,RING/U-box superfamily protein
Potri.006G190400,,
Potri.006G190500,,
Potri.006G190500,,
Potri.006G190500,,
Potri.006G190500,,
Potri.006G190600,AT5G25230,Ribosomal protein S5/Elongation factor G/III/V family protein
Potri.006G190600,AT5G25230,Ribosomal protein S5/Elongation factor G/III/V family protein
Potri.006G190600,AT5G25230,Ribosomal protein S5/Elongation factor G/III/V family protein
Potri.006G190700,AT5G06820,STRUBBELIG-receptor family 2
Potri.006G190700,AT5G06820,STRUBBELIG-receptor family 2
Potri.006G190700,AT5G06820,STRUBBELIG-receptor family 2
Potri.006G190700,AT5G06820,STRUBBELIG-receptor family 2
Potri.006G190800,,
Potri.006G190850,,
Potri.006G190900,,
Potri.006G191000,AT5G06800,myb-like HTH transcriptional regulator family protein
Potri.006G191100,AT3G57950,(1 of 28) PF05553 - Cotton fibre expressed protein (DUF761)
Potri.006G191250,,
Potri.006G191400,,
Potri.006G191500,AT1G20970,
Potri.006G191500,AT1G20970,
Potri.006G191500,AT1G20970,
Potri.006G191500,AT1G20970,
Potri.006G191700,,
Potri.006G191800,AT3G57990,
Potri.006G191850,,
Potri.006G191900,AT3G12130,KH domain-containing protein / zinc finger (CCCH type) family protein
Potri.006G191900,AT3G12130,KH domain-containing protein / zinc finger (CCCH type) family protein
Potri.006G192000,AT3G12120,fatty acid desaturase 2
Potri.006G192000,AT3G12120,fatty acid desaturase 2
Potri.006G192000,AT3G12120,fatty acid desaturase 2
Potri.006G192000,AT3G12120,fatty acid desaturase 2
Potri.006G192100,AT2G42140,VQ motif-containing protein
Potri.006G192200,AT3G58010,plastoglobulin 34kD
Potri.006G192200,AT3G58010,plastoglobulin 34kD
Potri.006G192400,AT2G42120,DNA polymerase delta small subunit
Potri.006G192500,AT2G42110,
Potri.006G192600,AT5G06750,Protein phosphatase 2C family protein
Potri.006G192600,AT5G06750,Protein phosphatase 2C family protein
Potri.006G192700,AT3G12110,actin-11
Potri.006G192800,AT2G42070,nudix hydrolase homolog 23
Potri.006G192900,AT3G61110,ribosomal protein S27
Potri.006G193000,AT5G06740,Concanavalin A-like lectin protein kinase family protein
Potri.006G193300,AT2G42040,(1 of 12) PF08879 - WRC (WRC)
Potri.006G193500,AT2G42040,(1 of 12) PF08879 - WRC (WRC)
Potri.006G193600,AT3G58030,RING/U-box superfamily protein
Potri.006G193700,AT5G06710,homeobox from Arabidopsis thaliana
Potri.006G193800,AT1G30090,Galactose oxidase/kelch repeat superfamily protein
Potri.006G193800,AT1G30090,Galactose oxidase/kelch repeat superfamily protein
Potri.006G193900,AT3G12060,Plant protein of unknown function (DUF828)
Potri.006G193900,AT3G12060,Plant protein of unknown function (DUF828)
Potri.006G194000,AT2G41970,Protein kinase superfamily protein
Potri.006G194000,AT2G41970,Protein kinase superfamily protein
Potri.006G194100,AT2G41980,Protein with RING/U-box and TRAF-like domains
Potri.006G194200,AT5G06680,spindle pole body component 98
Potri.006G194200,AT5G06680,spindle pole body component 98
Potri.006G194200,AT5G06680,spindle pole body component 98
Potri.006G194400,AT3G12050,Aha1 domain-containing protein
Potri.006G194500,AT3G58050,
Potri.006G194500,AT3G58050,
Potri.006G194500,AT3G58050,
Potri.006G194500,AT3G58050,
Potri.006G194600,AT2G41950,
Potri.006G194600,AT2G41950,
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G194900,AT3G12020,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195000,AT3G12010,(1 of 1) PTHR12897 - COLON CANCER-ASSOCIATED PROTEIN MIC1
Potri.006G195100,AT2G41940,zinc finger protein 8
Potri.006G195200,AT2G41945,
Potri.006G195200,AT2G41945,
Potri.006G195300,,
Potri.006G195400,AT1G57660,Translation protein SH3-like family protein
Potri.006G195500,,
Potri.006G195532,AT5G48905,low-molecular-weight cysteine-rich 12
Potri.006G195600,AT3G58560,DNAse I-like superfamily protein
Potri.006G195600,AT3G58560,DNAse I-like superfamily protein
Potri.006G195600,AT3G58560,DNAse I-like superfamily protein
Potri.006G195700,,
Potri.006G195800,AT3G58530,RNI-like superfamily protein
Potri.006G195800,AT3G58530,RNI-like superfamily protein
Potri.006G195900,AT3G58520,Ubiquitin carboxyl-terminal hydrolase family protein
Potri.006G196000,,
Potri.006G196100,,
Potri.006G196200,AT3G58490,Phosphatidic acid phosphatase (PAP2) family protein
Potri.006G196200,AT3G58490,Phosphatidic acid phosphatase (PAP2) family protein
Potri.006G196300,,
Potri.006G196400,,
Potri.006G196500,AT3G11980,Jojoba acyl CoA reductase-related male sterility protein
Potri.006G196566,AT5G06620,SET domain protein 38
Potri.006G196632,,
Potri.006G196716,,
Potri.006G196800,AT5G06610,Protein of unknown function (DUF620)
Potri.006G196900,,
Potri.006G196950,,
Potri.006G197000,,
Potri.006G197200,AT3G11960,Cleavage and polyadenylation specificity factor (CPSF) A subunit protein
Potri.006G197500,AT3G58480,calmodulin-binding family protein
Potri.006G197600,AT3G11945,homogentisate prenyltransferase
Potri.006G197700,AT3G11940,ribosomal protein 5A
Potri.006G197700,AT3G11940,ribosomal protein 5A
Potri.006G197900,AT3G58460,RHOMBOID-like protein 15
Potri.006G198100,,
Potri.006G198200,AT3G11930,Adenine nucleotide alpha hydrolases-like superfamily protein
Potri.006G198200,AT3G11930,Adenine nucleotide alpha hydrolases-like superfamily protein
Potri.006G198300,AT3G11910,ubiquitin-specific protease 13
Potri.006G198401,,
Potri.006G198500,AT3G11890,Sterile alpha motif (SAM) domain-containing protein
Potri.006G198600,AT2G38920,SPX (SYG1/Pho81/XPR1) domain-containing protein / zinc finger (C3HC4-type RING finger) protein-related
Potri.006G198701,,
Potri.006G198800,AT5G06570,alpha/beta-Hydrolases superfamily protein
Potri.006G198800,AT5G06570,alpha/beta-Hydrolases superfamily protein
Potri.006G198901,,
Potri.006G199000,AT3G11850,"Protein of unknown function, DUF593"
Potri.006G199000,AT3G11850,"Protein of unknown function, DUF593"
Potri.006G199000,AT3G11850,"Protein of unknown function, DUF593"
Potri.006G199100,AT4G37990,elicitor-activated gene 3-2
Potri.006G199200,AT3G54750,(1 of 1) PTHR12972 - DOWNSTREAM NEIGHBOR OF SON
Potri.006G199300,,
Potri.006G199400,AT2G38910,calcium-dependent protein kinase 20
Potri.006G199500,AT5G06530,ABC-2 type transporter family protein
Potri.006G199500,AT5G06530,ABC-2 type transporter family protein
Potri.006G199600,AT1G06820,carotenoid isomerase
Potri.006G199800,AT1G51420,sucrose-phosphatase 1
Potri.006G199800,AT1G51420,sucrose-phosphatase 1
Potri.006G199800,AT1G51420,sucrose-phosphatase 1
Potri.006G200000,AT3G52360,
Potri.006G200100,AT3G11690,(1 of 3) PTHR33264:SF5 - EXPRESSED PROTEIN-RELATED
Potri.006G200200,,
Potri.006G200200,,
Potri.006G200300,AT3G11700,FASCICLIN-like arabinogalactan protein 18 precursor
Potri.006G200300,AT3G11700,FASCICLIN-like arabinogalactan protein 18 precursor
Potri.006G200400,AT2G35880,TPX2 (targeting protein for Xklp2) protein family
Potri.006G200400,AT2G35880,TPX2 (targeting protein for Xklp2) protein family
Potri.006G200400,AT2G35880,TPX2 (targeting protein for Xklp2) protein family
Potri.006G200400,AT2G35880,TPX2 (targeting protein for Xklp2) protein family
Potri.006G200600,,
Potri.006G200800,AT5G06400,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G200800,AT5G06400,Pentatricopeptide repeat (PPR) superfamily protein
Potri.006G200900,AT5G06410,DNAJ heat shock N-terminal domain-containing protein
Potri.006G200900,AT5G06410,DNAJ heat shock N-terminal domain-containing protein
Potri.006G201000,AT3G11720,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Potri.006G201000,AT3G11720,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Potri.006G201000,AT3G11720,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Potri.006G201000,AT3G11720,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Potri.006G201100,,
Potri.006G201200,AT3G11760,(1 of 1) PTHR31182:SF2 - F26K24.5 PROTEIN
Potri.006G201300,,
Potri.006G201400,AT3G11780,MD-2-related lipid recognition domain-containing protein / ML domain-containing protein
Potri.006G201500,AT2G35910,RING/U-box superfamily protein
Potri.006G201600,AT3G44150,
Potri.006G201700,,
Potri.006G201900,AT5G06510,"nuclear factor Y, subunit A10"
Potri.006G201900,AT5G06510,"nuclear factor Y, subunit A10"
Potri.006G202000,AT3G52380,chloroplast RNA-binding protein 33
Potri.006G202100,AT1G06170,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Potri.006G202200,AT3G11820,syntaxin of plants 121
Potri.006G202300,AT1G23290,Ribosomal protein L18e/L15 superfamily protein
Potri.006G202351,,
Potri.006G202400,AT4G07940,Protein of unknown function (DUF3245)
Potri.006G202400,AT4G07940,Protein of unknown function (DUF3245)
Potri.006G202500,AT3G52440,Dof-type zinc finger DNA-binding family protein
Potri.006G202550,,
Potri.006G202600,AT2G35930,plant U-box 23
Potri.006G202700,AT3G11840,plant U-box 24
Potri.006G202900,AT3G05675,BTB/POZ domain-containing protein
Potri.006G202900,AT3G05675,BTB/POZ domain-containing protein
Potri.006G202900,AT3G05675,BTB/POZ domain-containing protein
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203000,AT2G35940,BEL1-like homeodomain 1
Potri.006G203100,AT3G11680,Aluminium activated malate transporter family protein
Potri.006G203200,AT3G11670,UDP-Glycosyltransferase superfamily protein
Potri.006G203300,AT5G06370,NC domain-containing protein-related
Potri.006G203400,AT5G06360,Ribosomal protein S8e family protein
Potri.006G203400,AT5G06360,Ribosomal protein S8e family protein
Potri.006G203500,,
Potri.006G203500,,
Potri.006G203500,,
Potri.006G203601,,
Potri.006G203601,,
Potri.006G203700,AT5G06340,nudix hydrolase homolog 27
Potri.006G203700,AT5G06340,nudix hydrolase homolog 27
Potri.006G203800,AT2G35950,embryo sac development arrest 12
Potri.006G203900,AT5G52340,exocyst subunit exo70 family protein A2
Potri.006G204000,AT3G52460,hydroxyproline-rich glycoprotein family protein
Potri.006G204200,AT3G11660,NDR1/HIN1-like 1
Potri.006G204300,AT2G35980,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Potri.006G204400,AT3G52480,
Potri.006G204500,AT3G52490,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
Potri.006G204600,,
Potri.006G204600,,
Potri.006G204600,,
Potri.006G204600,,
Potri.006G204700,AT3G52500,Eukaryotic aspartyl protease family protein
Potri.006G204800,AT5G06300,Putative lysine decarboxylase family protein
Potri.006G204900,AT5G06290,2-cysteine peroxiredoxin B
Potri.006G205000,AT2G36000,Mitochondrial transcription termination factor family protein
Potri.006G205100,,
Potri.006G205200,AT5G06280,
Potri.006G205300,AT2G36020,HVA22-like protein J
Potri.006G205300,AT2G36020,HVA22-like protein J
Potri.006G205300,AT2G36020,HVA22-like protein J
Potri.006G205400,AT3G52525,ovate family protein 6
Potri.006G205400,AT3G52525,ovate family protein 6
Potri.006G205500,AT5G04820,ovate family protein 13
Potri.006G205600,,
Potri.006G205700,AT2G36060,MMS ZWEI homologue 3
Potri.006G205800,,
Potri.006G205800,,
Potri.006G206000,AT5G06270,
Potri.006G206100,AT5G06265,hyaluronan mediated motility receptor-related
Potri.006G206200,AT5G06260,TLD-domain containing nucleolar protein
Potri.006G206400,,
Potri.006G206500,,
Potri.006G206700,,
Potri.006G206800,,
Potri.006G206900,,
Potri.006G207100,,
Potri.006G207300,AT3G02875,Peptidase M20/M25/M40 family protein
Potri.006G207400,AT3G02875,Peptidase M20/M25/M40 family protein
Potri.006G207500,AT5G37570,Pentatricopeptide repeat (PPR-like) superfamily protein
Potri.006G207600,AT3G11591,
Potri.006G207700,,
Potri.006G207800,AT3G11590,
Potri.006G207900,,
Potri.006G208100,AT2G36080,AP2/B3-like transcriptional factor family protein
Potri.006G208100,AT2G36080,AP2/B3-like transcriptional factor family protein
Potri.006G208100,AT2G36080,AP2/B3-like transcriptional factor family protein
Potri.006G208200,,
Potri.006G208251,,
Potri.006G208300,AT5G06220,LETM1-like protein
Potri.006G208400,AT2G36090,F-box family protein
Potri.006G208500,AT5G06210,RNA binding (RRM/RBD/RNP motifs) family protein
